date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:12	327/327	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:54:12%20GMT	http://scaledskills.com/robots.txt		(from )
15:24:13	50125/50125	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202019%2009:54:12%20GMT	http://scaledskills.com/public/	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/index.html	(from )
15:24:13	1595/1595	---M--	200	added ('OK')	text/css	etag:%227920d6e-63b-53f64b6d14200%22	http://scaledskills.com/public/css/master.css	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/css/master.css	(from http://scaledskills.com/public/)
15:24:13	11139/11139	---M--	200	added ('OK')	text/css	etag:%227920f6e-2b83-53f64b6efc680%22	http://scaledskills.com/public/plugins/switcher/css/switcher.css	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/switcher/css/switcher.css	(from http://scaledskills.com/public/)
15:24:13	4759/4759	---M--	200	added ('OK')	text/css	etag:%227920f6d-1297-53f64b6efc680%22	http://scaledskills.com/public/plugins/switcher/css/color5.css	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/switcher/css/color5.css	(from http://scaledskills.com/public/)
15:24:13	0/0	---M--	200	added ('OK')	image/x-icon	etag:%227920d71-0-57a5455454d80%22	http://scaledskills.com/public/favicon.ico	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/favicon.ico	(from http://scaledskills.com/public/)
15:24:14	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:54:14%20GMT	http://scaledskills.com/public/home.html	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/home.html	(from http://scaledskills.com/public/)
15:24:14	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:54:14%20GMT	http://scaledskills.com/public/services.html	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/services.html	(from http://scaledskills.com/public/)
15:24:14	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:54:14%20GMT	http://scaledskills.com/public/about.html	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/about.html	(from http://scaledskills.com/public/)
15:24:15	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:54:14%20GMT	http://scaledskills.com/public/blog-main.html	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/blog-main.html	(from http://scaledskills.com/public/)
15:24:15	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:54:15%20GMT	http://scaledskills.com/public/contact.html	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/contact.html	(from http://scaledskills.com/public/)
15:24:15	21699/21699	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202019%2009:54:15%20GMT	http://scaledskills.com/public/events	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/events.html	(from http://scaledskills.com/public/)
